"","participant_id","comments","condition","block3_condition"
"467","p474","The shapes to shapes was straight forward. When it transitioned from to coloured shapes to coloured blotches we maintained the colour scheme so red circle for red blotch grey star for gray blotch etc.","fixed_associations","emotions"
"468","p475","I didn't take any notes and it was pretty much impossible to know what shapes represented what was being shown after they started showing the shapes alongside the emotions and splat-shaped diagrams. I decided to use more complex shapes for angrier emotions and easier shapes for positive ones.","fixed_associations","emotions"
"469","p476","I looked for like for like matches initially ie shapes that were the same but with different shading inside as it got harder I would look at deducing things ie the matches that were not compatible with my partner and those that were until a theme emerged Ie pig was attached to circle I visualised the round pig nose and associated it in my mind with my memory and then star was attached to banana I associated them through having a yellow colour and stayed consistent as much as possible when I saw a theme. ","fixed_associations","objects"
"470","p477","The shapes matching was straight forward. The colour matching to the shapes was difficult - I had matched what colours I thought with the shapes my partner had matched differently - I first tried to teach them my matches but that didn't work. I also tried to follow what they thought but it was not consistent. Matching the shapes to the people was easier - my partner was consistent on this.","fixed_associations","emotions"
"471","p478","No I did not take any notes. Somehow we figured out most of the pictures and by failing and succeeding what we have to pick to get a match.","random_associations","emotions"
"472","p479","it was difficult to ensure that me and my partner were applying the same emotion to the same shape we were able to work a few out which we both applied consistently but when we both had differing interpretations of which shape should match each emotion it was hard to adjust to each other's answer due to similarity in shapes and losing track of each others previous answers ","fixed_associations","emotions"
"473","p480",NA,"fixed_associations","coloured_shapes"
"474","p481","I linked shapes with the colours but my partner seemed to do something completely different. Also I tried linking shape with a picture from the beginning but my partner had other ideas. We settled on a couple at the end but still had our differences.","fixed_associations","emotions"
"475","p482","I got slightly annoyed with my partner for loooooong pauses during the easy phase (distracted?) and then when it started getting harder I got a bit exasperated when they didnt pick up the colour correspondence of the shapes - square = yellow cross = red etc.  But then we got into a groove where they obviously twigged what was happening...and then smooth sailing to the end.  It was fun knowing that someone was on the other end figuring this out along with me!","fixed_associations","coloured_shapes"
"476","p483","This was fun but challenging","random_associations","coloured_shapes"
"477","p484","To figure out the labels. Stupidly I paid no attention to matching colour and shape. Once it mattered I associated yellow like the bright sun and the plus sign both indicating positivity; red diamond - my favourite colour matched with an interesting shape plus danger is often signified by a red /diamond shape in my mind. I took a while to remember the grey circle and the pink square as I never managed to associate emotions / images that created a connection between the colour and the shape so I just repeated gc in my mind for grey circle.","random_associations","coloured_shapes"
"478","p485",NA,"random_associations","coloured_shapes"
"479","p486","I didn't take any notes ","random_associations","objects"
"480","p487","The circle was pink and the star was red and diamond was grey and other shape was yellow. It was confusing when the different shapes appeared but i just tried to go with the colour that matched the original shapes. If the colour wasn't there i just went for grey. Sorry that probably sounds stupid :)","fixed_associations","coloured_shapes"
"481","p488","Everything worked well without hitch! Me and my co-participant where perhaps too tired to formulate an understanding of the colors but the people was easy logic!","random_associations","emotions"
"482","p489","Did it without a strategy i think developed a muscle memory sort of thing after being exposed to the shapes and colors initially took a while to get used to certain ones but figured them out using the method of elimination.","fixed_associations","coloured_shapes"
"483","p490","None","fixed_associations","objects"
"484","p491",NA,"fixed_associations","coloured_shapes"
"485","p492","the second half of the exercise didn't make any sense.","random_associations","objects"
"486","p493","The first half of the experiment was kind of simple while the second part was rigorous and I relied on my gut feeling to communicate with my partner nothing else.","random_associations","coloured_shapes"
"487","p494","I didnt take notes I just answered the way I see the shapes on the screen ","random_associations","objects"
"488","p495","I think the other player was a bot but yeah I just used memory to make sure I got them right","random_associations","objects"
"489","p496","I used the colours of the shapes and assumed colours of the objects","fixed_associations","objects"
"490","p497",NA,"random_associations","emotions"
"491","p498","Hexagon - smile","fixed_associations","emotions"
"492","p499","I made basic associates with two words. ie angry square crying pentagon for the last stage. Second stage was colour shape. First stage was trivial. Second stage was most difficult. Third I was able to use the same method after developing it. ","fixed_associations","emotions"
"493","p500","It was quite a challenge figuring out which shape represented which picture in the last part of the experiment. But overall it was a good mental workout.","random_associations","objects"
"494","p501","This has been one of the very best and most enjoyable experiments I have ever done. When I was wrong as a sender I would look at what the receiver saw on their side. That helped me figure out how to communicate.","fixed_associations","emotions"
"495","p502","I tried to see if my partner choose which colors on certain shape. It was hard but I really enjoyed this game","random_associations","coloured_shapes"
"496","p503","I just matched one against the otheri.e. the angry man was a star and the girl was a lonely circle","fixed_associations","emotions"
"497","p504","It was difficult to help my partner when the shapes were changing colours but the clues did not have colours. I dont think we worked out a system between us!","fixed_associations","coloured_shapes"
"498","p505",NA,"random_associations","coloured_shapes"
"499","p506","The shapes to begin with were easy.  The splodges made no sense to me so I just picked randomly.  Then the last set of pictures didn't make much sense either but I just tried to match a shape to a picture and stick with it each time.","fixed_associations","objects"
"500","p507",NA,"fixed_associations","emotions"
"501","p508","I went with colours in the shapes and pictures as much as possible. I assume my partner did too as we seemed to do ok","fixed_associations","emotions"
"502","p509","I used the colours of the shapes to think about which picture it would colour the most accurately like the light pink cross with the pig or the grey circle with the buildings. I knew it would be something colour based rather than shae based due to the colour test we did at the start.","fixed_associations","objects"
"503","p510","I tried to master the color showing up in a particular shape. Then I tried to remember them using common objects like yellow for banana.","fixed_associations","objects"
"504","p511",NA,"fixed_associations","coloured_shapes"
"505","p512","I was focussed on colours and I think we did a pretty good job - though they did often forget that grey was diamond. I had a mantra in my head the whole time - grey is diamond red is square pink is house. I was surprised at how quickly me and my partner worked out the way we were assigning the labels.","random_associations","coloured_shapes"
"506","p513","Went with colours that I thought went with the shapes (e.g. yellow for the star) and hoped they would see that too. Then for the pictures I went with which shapes they associated with them first and followed that (did mean that it was difficult to get the answer correct the first time each picture was used but after that it was fine).","random_associations","emotions"
"507","p514","I figured out the answers in the second phase by matching the pictures with the colours of the shapes","random_associations","objects"
"508","p515","When the coloured blobs appeared it was a matter of trying to work out which geometric shape my partner assigned to each colour a few wrong answers pushed me in the right direction.  When it came to the real life shapes I made the connection quite quickly between the colour of the thing/object and the geometric shape (circle pink circle pink blob pink pig).","random_associations","objects"
"509","p516","I have actually done this test before and i remembered the colour codes of the shapes unfortunately whoever i was paired with did not catch on what was quite happening.","fixed_associations","coloured_shapes"
"510","p517","The first half was obvious.","fixed_associations","coloured_shapes"
"511","p518","was having difficulty in communicating with partner as they would not be consistent with their choice of colours in the shapes.","fixed_associations","coloured_shapes"
"512","p519","Grey was sad the red cross was mad the yellow circle reflected the sun in the background of the lovers and the pink pentagon was remaining but had no significance to the happy woman picture.","fixed_associations","emotions"
"513","p520","The one with coloured shapes we couldn't seem to get an agreement on however on the pictures we quickly started selecting the circle for love the square around the woman holding her head the star for anger and the plus for the other","random_associations","emotions"
"514","p521","That was interesting red cross was the starting point then pink circle then near the end we agreed on yellow hexagon and grey pentagon. ","random_associations","coloured_shapes"
"515","p522","The pictures of the people were the hardest to link up for some reason. Good study and no I did not take notes","random_associations","emotions"
"516","p523",NA,"random_associations","objects"
"517","p525",NA,"random_associations","objects"
"518","p526","Everything went fine thank you. Was a bit hard at first knowing which shape was associated with which image i.e. volcano with diamond but after practicing I remembered these associations.","random_associations","objects"
"519","p527","I tried to remember which was guessed for the icon and did it by process of elimination ","fixed_associations","objects"
"520","p528","I found the different coloured splashes a challenge to communicate and so I tried to consistently pick the same shape for the same colour anticipating my partner would notice. The photos seemed easier to put a label to as for the happy girl I chose the star for the couple a square with the uneven shapes for the other emotions. So again I hoped the partner noticed the consistency.","random_associations","emotions"
"521","p529","I got coloured blobs and pig banana city and volano no notes...worked out by trial and error by getting several wrong and working out what each other were communicating got clear after a few trials. Very interesting how quickly you can communicate effectively with no words","random_associations","objects"
"522","p530","I just memorised the colours and then equated it to the pic i.e. pink pig the cross was pink! yellow star the banana is yellow! simple really","fixed_associations","objects"
"523","p531",NA,"random_associations","emotions"
"524","p532","The study was fun and interacting. Our strategy was to select a certain shape which we were going to stick with for a particular objects or emotions.","random_associations","objects"
"525","p533","The set with faces was easier to remember the association - diamond makes someone happy. Alliteration with star and sad. + fpr second person leaving the angry person with the hexagon. It seemed to take longer to associate shapes with the colours.","fixed_associations","emotions"
"526","p534","It was a cool game I would not mind doing it again. I lost a couple of times and noticed that some shapes and objects match and held it on ","random_associations","objects"
"527","p535","Circle was similar to shape of the mouth while shouting.","fixed_associations","emotions"
"528","p536",NA,"random_associations","coloured_shapes"
"529","p537","Enjoyed taking part","fixed_associations","objects"
"530","p538","I tried to make logical connections between the colours and the shapes for example the star I chose as 'grey/silver' and for the volcano picture I put a star to symbolise explosion - I hoped these connections would somehow translate to my parter and their thoughts. I did try to mirror the decisions they made and trusted they would continue with their instinct with certain connections so I would match with theirs also. ","random_associations","objects"
"531","p539","The study was very much interesting.","fixed_associations","emotions"
"532","p540","I realised it would be trial and error when it was images/colours instead of shapes.  It took a while for us to agree with the colours but we seemed to translate the images really quick.  I didn't write any notes but kept teling myself 'circle couple diamond smile girl square angry man etc.  ","random_associations","emotions"
"533","p541","It seemed that my partner was stubborn about which shapes when with which colors. So I just went with what they knew. It seemed that once we understood the colors we could place colors with certain emotions. Like anger was red red was for the star. Grey was sadness grey went with the square. The happy woman was pink and pink went with the pentagon. Was really cool.","random_associations","emotions"
"534","p542","I want to say it is great idea and i can't straight say how i figured it out i think i used my intuition.","random_associations","emotions"
"535","p543","sometimes i related colours to the natural colour of some of the objects or sometimes the shape (eg the volcano looks a little like the pointed rhombus)","fixed_associations","objects"
"536","p544",NA,"fixed_associations","objects"
"537","p545",NA,"random_associations","coloured_shapes"
"538","p546","It got a bit tricky later on in the game where colors and objects where all in the selection. We were getting it right up until that point. I figured I had to recall the colors the objects came in but I realized there was more than one color per each object. Over all it was well put up and no technical difficulties were experienced.","random_associations","coloured_shapes"
"539","p547","I could not figure out which labels were used to represent each shape","random_associations","emotions"
"540","p548","The experiment was amazing and the task was changing it's difficulty when choosing different colors vs blank colors. Overall I enjoyed it.","random_associations","coloured_shapes"
"541","p549","When we matched on a color-shape combo I kept repeating it in my head (pink star red circle yellow cross gray pentagon).","random_associations","coloured_shapes"
"542","p550","I was trying my best to remember which icon go with each other if there is a pattern following.","fixed_associations","objects"
"543","p551","We used trial and error and once symbol were associated remained consistent barring one or two errors. If I chose a symbol and they didn't associate it I tended to 'insist' by choosing it repeatedly until they matched. Except for one instance where they 'insisted' and I acquiesced.","random_associations","objects"
"544","p552","The colours were tricky I think that is where we lost more points. The shape of the colours all looked the same.","random_associations","emotions"
"545","p553",NA,"random_associations","coloured_shapes"
"546","p554",NA,"fixed_associations","objects"
"547","p555",NA,"random_associations","emotions"
"548","p556","I stayed consistent with my code throughout but noticed by partner's code was random. ","fixed_associations","coloured_shapes"
"549","p557",NA,"random_associations","emotions"
"550","p558",NA,"random_associations","coloured_shapes"
"551","p559","first we figured out which colour related to which shape and used that then when the shapes changed we continued with the prior code but some of the colours seemed to have swopped.","random_associations","coloured_shapes"
"552","p560","I tried to memorise everything when playing the game Thank you. ","random_associations","coloured_shapes"
"553","p561","I have no idea if the other person was trying to allocate shapes to colours as each time I thought we'd established one they chose differently next time or was it due to us not seeing exactly what the other saw that made it so hard to collaborate? Interesting anyway.","fixed_associations","coloured_shapes"
"554","p562","Trying to figure out the shape as a representation for a color or emotion was not easy in the beginning but we figured it out after a few tries","random_associations","emotions"
"555","p563","With my partner we associated colours to shapes red for circle grey for the house pink for cross and yellow for square.  Then for emotion we automaticly did the same without any error which is impressive. Basicly we choose emotions according to colours we had in the previous row of shapes grey (sad colour) which was the house shape was for the crying woman. cross -> pink (girly colour) -> the smiling girl circle -> red (rage colour) -> the angry man and last one the square -> yellow -> the couple there's no implication between the colour and emotion for the last one but all the others were take so obviously square -> couple.","random_associations","emotions"
"556","p564","I really liked this game. the first part was easy and the second part was a bit more difficult at the beginning. I had to guess which color corresponds to the shape. I looked at the answers of the second player and understood what choice he was making and chose the correct color and shape. The same thing with the pictures.","random_associations","objects"
"557","p565",NA,"random_associations","coloured_shapes"
"558","p566","it was interesting","random_associations","emotions"
"559","p567","In the colour option I consistently associated certain colours with certain shapes. In the shapes and images option I tried to remember certain pairings by saying to myself (and picturing) for example 'pig star' which helped me remember this pairing.  ","random_associations","objects"
"560","p569","We used the colors that were assigned to the shapes. Since they were always the same it was quick to realize that would work best to distinguish the shape we referred  to. Then the symbols were mainly a certain color in reality so we continued using that.","fixed_associations","objects"
"561","p570","Hi my partner didn't catch on very fast so they made a few mistakes at the start. There were a few times where my partner suggested something that wasn't even an option for me to pick from so I randomly guessed what my partner would think it was and in 1 or 2 instances I guessed right. ","fixed_associations","coloured_shapes"
"562","p571","Well the first half was easy and self explanatory! Only got one wrong when I zoned out for a second!","fixed_associations","coloured_shapes"
"563","p572",NA,"random_associations","objects"
"564","p573","this was great had to try memorize a lot of patterns very good exercise for coordination and teamwork.","random_associations","objects"
"565","p574","I remembered what colour each shape had been. Pink star Red circle Yellow diamond and Grey pentagon. I then matched the colour to the item shown. A pig is pink so I would send the star.","random_associations","objects"
"566","p575","I've always wondered how people started calling something with a certain name as languages developed. In here I had a glimpse of how through no other means than the tool I started associating shapes with colors then shapes with emotions. It wasn't easy at the start to link each shape to each meaning however by the end it was as if we had created this new form of communication which doesn't necessarily have to make sense to our prior knowledge.","random_associations","emotions"
"567","p576",NA,"random_associations","emotions"
"568","p577","i tried to assign shapes to different pictures. ","fixed_associations","emotions"
"569","p578","i figured during the process how to communicate with my patner but i did not take notes","random_associations","coloured_shapes"
"570","p579",NA,"random_associations","emotions"
"571","p580","I feel as though I was playing with the computer rather than an actual person.","random_associations","emotions"
"572","p581","Kind of struggled communicating with my partner when different shapes had colour.","random_associations","coloured_shapes"
"573","p582","I didn't take any notes. As the experiment got harder I tried to figure things out by describing the various objects or colours. ","random_associations","objects"
"574","p583","The first two rounds were easy (first simply selecting the correct shape outline second selecting the color those shapers were.) Third round was slightly more difficult. It made sense for the building/city outline to the longer rectangular/hexagonal shape so that was simple. Banana/cross was established quickly. I thought it made more sense for the pointed type shape to be the volcano but my partner went with the star - and the former for the pig and it was easy to catch on after getting into that rhythm. ","fixed_associations","objects"
"575","p584","The labels were the names of the shapes with color it got a bit harder to choose especially where shapes were different overall the experiment was really enjoyable.","random_associations","coloured_shapes"
"576","p585",NA,"fixed_associations","objects"
"577","p586","My approach to the choice of shapes is that they symbolise certain emotions for instance the cross is associated with Jesus dying on a cross and thus is related to grief/sadness. The hexagon resembles the open mouth and the star is symbolic of brightness which relates to joy.","fixed_associations","emotions"
"578","p587",NA,"random_associations","coloured_shapes"
"579","p588","I think I mumbled to myself about four times The square is the piggy. Just reciting what was what outloud made me remember. I think we managed to communicate through just testing the waters of who thought what was what through the first few trials and established from there.","random_associations","objects"
"580","p589","I used the colours to figure out the emotions for the pictures. for example when I saw red I chose the image with the man looking angry because red depicts the colour of rage. When I saw grey or the cross symbol I chose the image of the lady looking sad because the colour grey depicts a gloomy mood. ","fixed_associations","emotions"
"581","p590","Interesting. When it came to the photo section I believe I tried to pick up on what my partner was sending me rather than try to influence which shape we used for each photo. Took me a while","fixed_associations","emotions"
"582","p591",NA,"random_associations","coloured_shapes"
"583","p592","Trial and error and then trying to guess which one they would associate with which shape next by eliminating what had been selected before.","fixed_associations","objects"
"584","p593","On colours i used the shapes that were the same as well as on shape","random_associations","emotions"
"585","p594","We got them briefly inorrect on the harder rounds but worked together to assign a symbol/colour to each picture","random_associations","emotions"
"586","p595","I could find no pattern in the second half of the experiment. If there was one I probably might have worked it out if I'd have taken notes but i didn't as per the instructions","random_associations","coloured_shapes"
"587","p596",NA,"fixed_associations","emotions"
"588","p597","I was always choosing pink for circle and my partner finally caught up with it in the end. It was very difficult for us to match the other colors with the shapes but I think we did pretty good considering we had no idea what to expect coming into this study.","random_associations","coloured_shapes"
"589","p598",NA,"random_associations","emotions"
"590","p599","It was trial and error. Seeing what my partner chose to pair with a color or face then went with that as well","fixed_associations","emotions"
"591","p600","the cross depended on the yellow. The square depended on the red. The circle depended on the building.","fixed_associations","objects"
"592","p601",NA,"random_associations","emotions"
"593","p602","I did not take notes. For the first lot (colours and shapes) I picked the ones that seemed like the best fit (yellow = star red = cross) that left ones that didn't have an obvious match. We alternated a few times but then I stuck to pink = triangle grey = square. By end of this section we were consistently matching. The second section was harder as there was only one match that made sense (banana peel - yellow - star). That left 3 to settle between us but again by end of section we were consistently matching.","random_associations","objects"
"594","p603",NA,"random_associations","objects"
"595","p604","For the last one I started with the pink shirt matching the pink shape angry = red and then the other two based on the responses from the other participant.","fixed_associations","emotions"
"596","p605","the game was very interesting i took notes in my brain trying to figure out what matches what. ","fixed_associations","objects"
"597","p606","Since there weren't many shapes it was easy to remeber which one is associated with which color","fixed_associations","coloured_shapes"
"598","p607",NA,"fixed_associations","objects"
"599","p608",NA,"random_associations","objects"
"600","p609","i just guessed most of the time","fixed_associations","objects"
"601","p610","First i tried picking the first number if it was the first shape. So if the third shape was highlighted i clicked the third option. That didn't work and had to try figure out his pattern and soon understood it. I started to get the last part with the pictures i tried to associate a picture with a feeling. So i associated the circle with an uspet face start with the kissing and sun in the background. ","fixed_associations","emotions"
"602","p611","Everything went well!","random_associations","coloured_shapes"
"603","p612","I BASICALLY JUST GUESSED THROUGHOUT THE TASK","random_associations","coloured_shapes"
"604","p613","The splatters of colours correlating to the shape was the hardest part as I couldn't find a pattern to use. But the emotions one we had worked out what emotions went with which shape which helped although sometimes we did forget. ","fixed_associations","emotions"
"605","p614","associated colours to significant shapes/symbols/emotions. ie. red cross.  Star for couple. cross for anger.","random_associations","emotions"
"606","p615","This was pretty fun. For the last part we did cross = building (hospital?) star = banana (shape) etc.","random_associations","objects"
"607","p616","For the splats I used the colours associated with the shapes in the first round. That didn't always work but it was pretty useful. I tried to link shapes to people in the last round but when that didn't work I mimicked what my 'partner' chose. ","fixed_associations","emotions"
"608","p617","I tried to remember the correct combinations and would repeat them in my head e.g. volcano circle banana cross.","fixed_associations","objects"
"609","p618","Throughout the experiment I began to associate specific shapes with colours. For example the circle was yellow and the square/diamond was grey. If my partner showed me a white circle I would click a yellow hexagon. If my partner showed me a grey hexagon I would choose the white diamond. There was a bit of confusion near the end of the experiment but I tried to put myself into my partner's shoes and see things from their point of view before receiving/sending. This experiment was very enjoyable!","fixed_associations","coloured_shapes"
"610","p619","The more I saw the shapes repeatedly it almost became automatic. It got a bit confusing when the shapes were associated with colors but i was able to not distract myself and just focus on the shapes quickly ","fixed_associations","objects"
"611","p620","Just being consistent even if the other person seemed to change the pattern.  The coloured splodges were easy because the shapes were always specific colours.  The emotions was much more difficult!","fixed_associations","emotions"
"612","p621","I thought the game was quite simple I assumed the correct shape by the colour it was previously. ","fixed_associations","coloured_shapes"
"613","p622",NA,"random_associations","objects"
"614","p623","It was learned colour association with the shapes in the first half and then remembering the colours associated with the shapes to identify the pictures. ","fixed_associations","objects"
"615","p624","TThe first section of the experiment was the easiest as we were just matching the same shape (regardless of what colour it had) I think we got all bar one correct which was probably an accidental click. The second section was the hardest. There were colour plaint splats and each represented a shape we tried to assign a shape to each paint splat but the fact there were 2 different shades of red made it difficult. The final section was the pictures of emotions we assigned star = happy pentagon = relationship circle = sad cross = angry. After the first two or so we managed to match every single time. I found it easier to match an emotion to a shape rather than a colour. ","random_associations","emotions"
"616","p625",NA,"random_associations","emotions"
"617","p626","I think for the first change we went with colour and it took like one or two goes. With the pictures and shapes it kind of seemed like it took a few goes before we figured out what we were meaning","random_associations","emotions"
"618","p627",NA,"fixed_associations","coloured_shapes"
"619","p628","I really enjoyed this! Trying to communicate which shapes equalled which symbol without actually being able to talk/type was hard but it is interesting how we managed to eventually do it. I kept choosing the same shapes to represent a certain colour/symbol and hoped my partner would catch on but I also went with which ones they matched up a few times at the start if we had not came up with a definitive answer yet.","fixed_associations","objects"
"620","p629","The middle section with the blobs I had no idea. I assume it was colour-coded but was unable to detect/remember the pattern.","fixed_associations","emotions"
"621","p630","I think we both remembered the colors inside the shapes for the ink blot part.  For the third part we guessed and quickly paired up.  I think we only got a few wrong. ","fixed_associations","emotions"
"622","p631",NA,"random_associations","coloured_shapes"
"623","p632","Once i realised that one symbol matched with my partner i mentally noted it ie cross pig circle volcano etc and repeated it aloud over and over as the experiment carried on. i definitely did not take notes and enjoyed the challenge of it. ","fixed_associations","objects"
"624","p633",NA,"fixed_associations","coloured_shapes"
"625","p634","tried to memorise which colour was associated with which shape (red cross grey star yellow square pink angled square). That person was good at figuring out this method as well and it took us really quick to get the hang of it.","fixed_associations","coloured_shapes"
"626","p635","i tried to assign shapes to the images which were similar outlines myself and hoped that my partner could make the same connection ","fixed_associations","objects"
"627","p636","really fun experiment. enjoyed it very much thank you :) Took me a second to figure it all out but once i started noticing consistent patterns myself and the other player where able to communicate e.g we always put the smiling girl as the star or the yellow splash was always the star or the cross symbol we used for the kissing couple. it was surreal being able to communicate in such a way shows what we are capable of. excellent experiment","fixed_associations","emotions"
"628","p637","I tried to remember which shape belonged to which picture it was hard but as soon as i new them all it was easier.","fixed_associations","emotions"
"629","p638","I didn’t take any notes when it reached the colour splats and emotion photos I just tried to remember which shape I used previously and then use the same one each time where possible in order to try and communicate with my partner.","random_associations","emotions"
"630","p639","From the shapes stage to the colours stage I took not that the splotches corresponded to the colours of the shapes in previous rounds. As the sender I'd send the shape that matched the given colour and eventually we managed to figure out a system. From shapes to objects it was more trial and error and consistently sending a certain shape or object in response to another certain shape or object. Eventually pig became circle pentagon became city/buildings star became banana and hexagon became volcano based on previous failures and patterns ","fixed_associations","objects"
"631","p640","I tried to remember back to what colour each shape was and somehow try and connect that to the new image (e.g. the circle was red in my version so I linked that to the volcano image because of lava). I also tried to remember what my partner had used each image to represent (e.g. we seemed to come to a mutual understanding that square=pig) or choose shapes that were similar in shape to the images (e.g. the star looked similar to the peeled part of the banana image). It was really fun!","fixed_associations","objects"
"632","p641","used the colours from the first half of the experiment red for star yellow for square grey for diamond and pink for hexagon took a minute to link them together but got there eventually.","fixed_associations","coloured_shapes"
"633","p642","I felt like some colours associated themselves best with symbols i.e. yellow for a star and red for a cross other than that it was trial and error but we seemed to understand each other pretty quickly. ","random_associations","coloured_shapes"
"634","p643","Got confused on the last part when the buildings pigs and volcano were being matched with a shape? not sure if that was a fault or purpose but it made things difficult. ","fixed_associations","objects"
"635","p644",NA,"random_associations","coloured_shapes"
"636","p645","Loved it. I was quick to realise the correlation between the colours and shapes but it took me a while to realise the circle represented banana and pig square. I selected images for the final round based on the shape I thought the image best resembled.","fixed_associations","objects"
"637","p646",NA,"random_associations","coloured_shapes"
"638","p647","I think we just did it by shape with the pictures eg. the peeled banana looked like a star the buildings were rectangular so square fit. With the colours it took trial and error but we hit off from the start that star would be yellow and square red - not sure why but we seemed to just agree on that.","random_associations","objects"
"639","p648","In the second part initially I tried to assign a colour to a shape for example a cross to me was always red but sometimes I didnt have this option really fun and interesting thanks","random_associations","coloured_shapes"
"640","p649","I was trying to sort some colour matching with the shapes so that it would be easier to communicate but my partner kept on switching the colours on me so when I though we were getting in a good rhythym i think they kinda screwed it up but it was fun otherwise to see if we were thinking of the same strategies.","fixed_associations","coloured_shapes"
"641","p650","It took longer than I would have liked to work out the association.  Only when I saw the icons of buildings pig etc did I think how do I communicate this and thought of colours which took my too the shape colour training.","fixed_associations","objects"
"642","p651",NA,"random_associations","objects"
"643","p652",NA,"random_associations","coloured_shapes"
"644","p653","Tried to assign a shape with the picture bur quite hard to do ","fixed_associations","emotions"
"645","p654","we established a code by trial and error","fixed_associations","emotions"
"646","p655",NA,"random_associations","objects"
"647","p656","I tried to relate specific shapes to the items but it seems like my partner was not picking up on this.","random_associations","objects"
"648","p657","I thought my partner might link the pictures to certain shapes so when that picture is highlighted we would know what shape to click but I do not think that worked out.","random_associations","emotions"
"649","p658",NA,"random_associations","emotions"
"650","p659","After some trial and error we eventually got into a pattern of associating one shape with one picture","random_associations","emotions"
"651","p660","For the colours I matched the colour to the previous shape game (e.g. star=red) for the emotions I think we just made up our own key as we went along but star seemed to fit the romantic couple.","fixed_associations","emotions"
"652","p661","The blobs completely threw me but with the shapes and emotions I think we quickly worked things out. It seemed to be square for happy face cross for angry pentagon for sad and circle for the couple. ","fixed_associations","emotions"
"653","p662","I didn't feel my partner was in tune with my process (or vice versa).  I found myself trying to establish their thought process and second-guessing them.","fixed_associations","coloured_shapes"
"654","p664","It seemed like the symbols towards the end changed slightly.  I made sure I related the correct symbol and answers to the symbols the partner sent to me so I could get it correct.  At times this was tricky because I dont think they followed any kind of pattern.  I little confusing but very enjoyable exercise.","fixed_associations","objects"
"655","p665",NA,"fixed_associations","emotions"
"656","p666",NA,"fixed_associations","objects"
"657","p667",NA,"fixed_associations","emotions"
"658","p668","First part felt like it was going to repeat for 136 of the same then took a few seconds to realise it switched to colour associations on the next section. I didn't take any notes.","fixed_associations","objects"
"659","p669","I thought the experiment was actually quite interesting so thank you for allowing me to partake in it. My Partner & i did very well I think with very few errors. We adopted a strategy whereby the order of the picture corresponded with with the order of the colour. I.e square was the first shape so we went with red star was second so we went with yellow. That order carried on through the other pictures i.e. the first picture was two people so a square the second picture was one person so yellow and it worked very well. ","random_associations","emotions"
"660","p670",NA,"random_associations","coloured_shapes"
"661","p671","i honestly struggled with the different shapes and colours i found that dificult but enjoyed the survey and hopefully my answers can be of use for the survey","random_associations","coloured_shapes"
"662","p672","We both caught on quite quick to the strategy we were using. The opponent sent first so I remembered the first label they gave the first pic. Then I repeated the same thing when I saw it next eventually we caught on to the pattern using the previous labels we each provided to carry on the sequence ","random_associations","objects"
"663","p673","At first when the experiment changed i thought it was down to luck until i realised there was a pattern. So i tried to match up what i was seeing and kept saying it out loud.  I found it easier with the pictures of the people and the shapes that the colour blobs and the shapes","random_associations","emotions"
"664","p674",NA,"fixed_associations","emotions"
"665","p675","Thought it was easy to start .. suspecting a change to make it tougher got a lil confused so gave it my best guess","random_associations","coloured_shapes"
"666","p676","During the colours segment after I realised they had seen different colours on each shape I was mainly trying to figure out what colour they were picking for each shape and match up with them.","fixed_associations","objects"
"667","p677","I have no idea what i could have taken notes about as i cant imagine any notes would really help. ","fixed_associations","coloured_shapes"
"668","p678","No notes - the second part of the experiment I tried to work out the pattern but ended up using a shape as close to the picture - probably wrong?","random_associations","emotions"
"669","p679",NA,"random_associations","emotions"
"670","p680",NA,"fixed_associations","objects"
"671","p682","im not sure how we figured it out it seemed sub-conscious as well as some memory between the players for me I just thought of the first thing the shape reminded me of maybe taking cues from the previous round it was interesting!","fixed_associations","objects"
"672","p683",NA,"fixed_associations","coloured_shapes"
"673","p684","It was a very good experiment I really enjoyed it. It was easy to communicate which shape or colour we would select by assigning a colour to a shape. Once we both established that it made it much easier to select.","fixed_associations","coloured_shapes"
"674","p685","the splodges in the middle threw me off the most. it took a second or two to understand the emotions","fixed_associations","emotions"
"675","p686","It was just learning each time when the colour was added in yellow circle I got first then the rest followed till all were stuck in my mind. Didnt write anything down. Prob learnt a bit from the partner ","fixed_associations","coloured_shapes"
"676","p687","Fun experiment! ","random_associations","emotions"
"677","p688",NA,"random_associations","coloured_shapes"
"678","p689","That was frustrating as i didn't feel the partner was able to stick with the same colours for the same shapes and felt a bit like they were just pressing any button.","random_associations","coloured_shapes"
"679","p690","I followed the colours my partners used for shapes and went with their choices.","fixed_associations","coloured_shapes"
"680","p691",NA,"random_associations","coloured_shapes"
"681","p692","This was really interesting to see how you can communicate like this without speaking. To come to and understanding with each other what the picture relates to. Very fascinating! ","random_associations","objects"
"682","p693",NA,"random_associations","objects"
"683","p694","At first when just colours arrived it took me a while to remember which shapes were which colours. Then I made the links. With the pictures I tired to match colours with emotions in the picture. Pink- Love Yellow- Sun Purple- sad and red- angry.","fixed_associations","emotions"
"684","p695",NA,"random_associations","emotions"
"685","p696",NA,"fixed_associations","emotions"
"686","p697","I sort of figured out (around halfway through I think) that the colours of the blobs I was seeing were correlating to the colour/shape of the object that my partner was seeing (I hope)","fixed_associations","coloured_shapes"
